,ETH/USDT,ETH/USDT,ETH/USDT,ETH/USDT,ETH/USDT
,open,high,low,close,volume
timestamps,,,,,
2023-08-23 10:45:00,1645.51,1646.67,1642.56,1642.99,4026.6877
2023-08-23 11:00:00,1642.99,1643.99,1640.02,1641.6,2615.9655
2023-08-23 11:15:00,1641.6,1642.76,1639.89,1640.27,1862.7885
2023-08-23 11:30:00,1640.26,1644.35,1640.2,1644.21,2538.2177
2023-08-23 11:45:00,1644.2,1644.86,1642.31,1642.39,1478.8067
2023-08-23 12:00:00,1642.39,1645.49,1641.52,1644.53,1547.2444
2023-08-23 12:15:00,1644.54,1645.58,1641.61,1642.79,2018.9856
2023-08-23 12:30:00,1642.8,1643.68,1638.65,1639.2,6146.5002
2023-08-23 12:45:00,1639.21,1640.35,1637.1,1638.1,2462.4397
2023-08-23 13:00:00,1638.09,1639.42,1634.46,1636.38,3939.4107
2023-08-23 13:15:00,1636.38,1640.0,1635.8,1639.39,1923.071
2023-08-23 13:30:00,1639.4,1640.63,1638.3,1638.77,1819.8906
2023-08-23 13:45:00,1638.77,1651.49,1638.76,1649.0,7886.7378
2023-08-23 14:00:00,1649.0,1654.95,1644.5,1645.41,5695.8129
2023-08-23 14:15:00,1645.4,1649.5,1643.05,1649.0,4949.8747
2023-08-23 14:30:00,1649.0,1654.66,1647.28,1652.64,6787.9194
2023-08-23 14:45:00,1652.65,1658.74,1651.51,1652.39,10091.4852
2023-08-23 15:00:00,1652.39,1658.39,1652.01,1657.91,5898.725
2023-08-23 15:15:00,1657.91,1659.28,1653.7,1655.82,4507.1193
2023-08-23 15:30:00,1655.82,1660.0,1654.5,1655.88,4445.7815
2023-08-23 15:45:00,1655.89,1659.5,1655.6,1657.37,2124.54
2023-08-23 16:00:00,1657.37,1661.77,1655.8,1659.01,4523.9352
2023-08-23 16:15:00,1659.0,1683.12,1659.0,1676.61,32012.9061
2023-08-23 16:30:00,1676.61,1682.62,1675.7,1679.34,9376.4048
2023-08-23 16:45:00,1679.33,1685.94,1678.61,1682.0,6916.0312
2023-08-23 17:00:00,1681.99,1692.96,1678.88,1686.81,11764.2298
2023-08-23 17:15:00,1686.8,1693.9,1682.94,1685.85,14024.4211
2023-08-23 17:30:00,1685.86,1687.99,1684.55,1685.79,4524.0031
2023-08-23 17:45:00,1685.8,1687.13,1682.6,1683.41,4937.3101
2023-08-23 18:00:00,1683.4,1685.78,1681.66,1684.39,2418.1205
2023-08-23 18:15:00,1684.39,1685.79,1680.47,1680.73,3293.0258
2023-08-23 18:30:00,1680.73,1681.99,1677.0,1677.01,2034.7505
2023-08-23 18:45:00,1677.0,1680.6,1676.88,1679.29,3132.6951
2023-08-23 19:00:00,1679.29,1681.5,1678.5,1680.99,1113.247
2023-08-23 19:15:00,1681.0,1682.5,1679.6,1682.05,820.6595
2023-08-23 19:30:00,1682.05,1692.59,1680.29,1686.9,9105.8191
2023-08-23 19:45:00,1686.89,1702.11,1686.35,1687.2,17171.2384
2023-08-23 20:00:00,1687.2,1687.5,1679.73,1684.61,5955.4957
2023-08-23 20:15:00,1684.61,1692.78,1682.42,1689.2,9218.0422
2023-08-23 20:30:00,1689.2,1689.56,1686.5,1689.17,1619.6921
2023-08-23 20:45:00,1689.16,1689.17,1684.5,1684.51,1298.405
2023-08-23 21:00:00,1684.5,1685.56,1682.5,1684.79,1332.8521
2023-08-23 21:15:00,1684.79,1685.0,1682.66,1682.67,940.4691
2023-08-23 21:30:00,1682.67,1683.26,1677.75,1680.48,1968.3593
2023-08-23 21:45:00,1680.49,1680.86,1660.0,1665.26,10043.4602
2023-08-23 22:00:00,1665.26,1674.87,1664.22,1674.14,5693.3166
2023-08-23 22:15:00,1674.13,1675.43,1672.65,1674.39,2010.0606
2023-08-23 22:30:00,1674.4,1678.79,1674.18,1676.64,2901.7789
2023-08-23 22:45:00,1676.64,1676.95,1675.23,1676.19,1046.3227
2023-08-23 23:00:00,1676.19,1678.43,1675.22,1676.4,983.5638
2023-08-23 23:15:00,1676.41,1683.07,1676.16,1679.64,5877.2298
2023-08-23 23:30:00,1679.64,1680.5,1678.14,1680.21,1099.03
2023-08-23 23:45:00,1680.21,1680.21,1678.0,1679.61,766.1423
2023-08-24 00:00:00,1679.61,1683.37,1679.4,1680.54,1966.8084
2023-08-24 00:15:00,1680.55,1681.98,1679.24,1680.8,1012.4229
2023-08-24 00:30:00,1680.81,1682.93,1680.6,1681.98,835.2318
2023-08-24 00:45:00,1681.98,1683.13,1680.81,1681.98,1179.6632
2023-08-24 01:00:00,1681.97,1682.78,1679.52,1679.53,1386.3983
2023-08-24 01:15:00,1679.53,1680.14,1674.16,1675.53,2802.0131
2023-08-24 01:30:00,1675.53,1677.53,1673.5,1673.5,1620.1234
2023-08-24 01:45:00,1673.51,1674.5,1672.97,1673.11,1341.0607
2023-08-24 02:00:00,1673.11,1675.99,1673.0,1675.2,896.4214
2023-08-24 02:15:00,1675.19,1676.0,1674.08,1675.25,653.6074
2023-08-24 02:30:00,1675.24,1677.89,1675.24,1676.08,746.4558
2023-08-24 02:45:00,1676.08,1676.09,1672.36,1673.6,1945.6848
2023-08-24 03:00:00,1673.6,1674.88,1673.09,1674.88,914.5048
2023-08-24 03:15:00,1674.88,1675.8,1674.6,1675.15,774.1225
2023-08-24 03:30:00,1675.14,1676.11,1674.97,1675.38,822.7899
2023-08-24 03:45:00,1675.38,1675.93,1674.39,1675.54,1019.3453
2023-08-24 04:00:00,1675.53,1675.9,1674.39,1675.05,991.896
2023-08-24 04:15:00,1675.04,1675.05,1673.22,1673.72,892.9008
2023-08-24 04:30:00,1673.72,1676.58,1673.31,1676.57,1117.7111
2023-08-24 04:45:00,1676.58,1677.78,1676.37,1676.41,1078.7284
2023-08-24 05:00:00,1676.41,1678.5,1676.4,1677.07,2392.6446
2023-08-24 05:15:00,1677.07,1677.07,1676.01,1676.8,729.3443
2023-08-24 05:30:00,1676.79,1677.0,1674.64,1675.63,1728.7929
2023-08-24 05:45:00,1675.63,1675.63,1674.26,1674.79,619.3703
2023-08-24 06:00:00,1674.8,1674.8,1672.6,1673.89,887.6202
2023-08-24 06:15:00,1673.89,1674.95,1672.5,1674.8,1153.7083
2023-08-24 06:30:00,1674.8,1678.37,1674.44,1677.8,1830.0778
2023-08-24 06:45:00,1677.79,1679.0,1675.5,1675.56,1537.1015
2023-08-24 07:00:00,1675.57,1676.69,1675.03,1675.06,945.6128
2023-08-24 07:15:00,1675.05,1676.6,1674.5,1676.0,1659.8266
2023-08-24 07:30:00,1676.01,1676.08,1674.33,1674.59,820.0225
2023-08-24 07:45:00,1674.59,1674.7,1674.1,1674.69,456.9601
2023-08-24 08:00:00,1674.69,1675.17,1673.2,1673.33,1637.8624
2023-08-24 08:15:00,1673.34,1673.37,1670.82,1671.52,2028.1264
2023-08-24 08:30:00,1671.52,1672.96,1670.31,1672.43,1269.4217
2023-08-24 08:45:00,1672.44,1674.64,1671.07,1674.09,1664.423
2023-08-24 09:00:00,1674.1,1677.86,1673.31,1675.63,4541.2494
2023-08-24 09:15:00,1675.62,1675.74,1671.22,1672.35,2278.0645
2023-08-24 09:30:00,1672.35,1672.74,1668.61,1668.62,2358.2539
2023-08-24 09:45:00,1668.61,1669.13,1666.92,1667.59,2323.2978
2023-08-24 10:00:00,1667.6,1668.6,1666.2,1667.79,1450.8999
2023-08-24 10:15:00,1667.8,1670.4,1667.31,1669.89,1268.3847
2023-08-24 10:30:00,1669.89,1669.97,1668.6,1669.59,580.1527
2023-08-24 10:45:00,1669.6,1670.4,1668.86,1670.32,1186.96
2023-08-24 11:00:00,1670.33,1672.31,1670.21,1672.31,1471.3965
2023-08-24 11:15:00,1672.3,1674.2,1671.9,1672.6,2350.039
2023-08-24 11:30:00,1672.6,1673.74,1672.0,1672.0,1079.5954
2023-08-24 11:45:00,1672.0,1672.01,1667.67,1667.68,1666.0647
2023-08-24 12:00:00,1667.68,1667.68,1665.07,1665.99,2630.796
2023-08-24 12:15:00,1666.0,1669.29,1665.03,1669.06,864.2135
2023-08-24 12:30:00,1669.05,1669.79,1667.1,1668.76,1751.2378
2023-08-24 12:45:00,1668.77,1669.73,1667.06,1668.05,1442.9546
2023-08-24 13:00:00,1668.04,1668.4,1665.8,1666.67,1211.3731
2023-08-24 13:15:00,1666.68,1666.75,1664.02,1666.09,1145.8399
2023-08-24 13:30:00,1666.08,1666.09,1662.96,1663.12,2729.1215
2023-08-24 13:45:00,1663.13,1665.48,1660.87,1665.35,3936.9484
2023-08-24 14:00:00,1665.34,1665.81,1659.21,1661.76,2998.3864
2023-08-24 14:15:00,1661.76,1661.99,1653.81,1653.82,6100.4283
2023-08-24 14:30:00,1653.81,1653.82,1645.17,1645.21,16148.1946
2023-08-24 14:45:00,1645.22,1650.37,1644.46,1646.02,5927.5946
2023-08-24 15:00:00,1646.01,1650.13,1642.08,1647.02,5522.5192
2023-08-24 15:15:00,1647.03,1649.3,1642.42,1643.35,4124.9832
2023-08-24 15:30:00,1643.34,1649.47,1642.02,1647.61,2637.3269
2023-08-24 15:45:00,1647.61,1647.99,1642.91,1643.4,2627.4694
2023-08-24 16:00:00,1643.4,1649.87,1642.51,1647.91,4016.9837
2023-08-24 16:15:00,1647.92,1652.58,1647.03,1648.78,7491.7424
2023-08-24 16:30:00,1648.78,1656.08,1648.0,1653.99,4557.3312
2023-08-24 16:45:00,1653.98,1656.53,1649.73,1650.95,4166.1434
2023-08-24 17:00:00,1650.95,1652.46,1649.0,1649.18,2523.6661
2023-08-24 17:15:00,1649.17,1651.22,1645.88,1650.88,3820.9438
2023-08-24 17:30:00,1650.89,1651.61,1635.28,1647.24,14218.0046
2023-08-24 17:45:00,1647.23,1652.76,1646.01,1649.39,3825.0759
2023-08-24 18:00:00,1649.38,1650.44,1645.29,1645.8,4607.9401
2023-08-24 18:15:00,1645.8,1646.62,1642.8,1646.4,4220.5713
2023-08-24 18:30:00,1646.39,1647.1,1643.0,1643.04,1435.0545
2023-08-24 18:45:00,1643.05,1645.5,1642.91,1645.2,1410.7859
2023-08-24 19:00:00,1645.21,1647.8,1644.86,1647.61,1320.3105
2023-08-24 19:15:00,1647.6,1653.01,1647.04,1652.78,2745.5933
2023-08-24 19:30:00,1652.78,1655.0,1650.5,1651.11,2766.2979
2023-08-24 19:45:00,1651.11,1652.8,1648.86,1649.99,1901.1886
2023-08-24 20:00:00,1649.99,1654.58,1648.05,1654.4,2515.224
2023-08-24 20:15:00,1654.41,1654.41,1652.72,1653.18,2234.3787
2023-08-24 20:30:00,1653.18,1653.78,1650.44,1650.81,2493.3455
2023-08-24 20:45:00,1650.8,1651.3,1643.52,1650.04,6841.6851
2023-08-24 21:00:00,1650.03,1652.99,1649.42,1651.41,3744.1389
2023-08-24 21:15:00,1651.42,1653.75,1650.72,1651.04,1444.5739
2023-08-24 21:30:00,1651.04,1654.53,1651.04,1653.04,2127.1593
2023-08-24 21:45:00,1653.04,1654.38,1653.04,1654.19,826.5392
2023-08-24 22:00:00,1654.19,1654.79,1652.21,1653.67,2167.1322
2023-08-24 22:15:00,1653.68,1654.91,1653.08,1654.56,737.7955
2023-08-24 22:30:00,1654.55,1655.27,1653.41,1653.97,730.0392
2023-08-24 22:45:00,1653.97,1654.79,1653.97,1654.47,591.9797
2023-08-24 23:00:00,1654.47,1654.56,1651.4,1652.4,1061.6717
2023-08-24 23:15:00,1652.39,1655.29,1652.26,1655.11,898.7093
2023-08-24 23:30:00,1655.12,1656.6,1654.02,1656.43,1185.3296
2023-08-24 23:45:00,1656.42,1665.28,1655.04,1661.16,7199.8942
2023-08-25 00:00:00,1661.16,1661.77,1658.7,1659.0,2069.7349
2023-08-25 00:15:00,1658.99,1659.48,1657.52,1658.8,1722.1169
2023-08-25 00:30:00,1658.8,1658.88,1656.5,1658.15,701.5264
2023-08-25 00:45:00,1658.15,1659.26,1655.99,1656.14,1231.9712
2023-08-25 01:00:00,1656.15,1657.46,1654.69,1655.04,1390.9339
2023-08-25 01:15:00,1655.03,1657.09,1653.5,1657.0,1429.3409
2023-08-25 01:30:00,1657.01,1658.24,1655.64,1657.34,1907.8527
2023-08-25 01:45:00,1657.34,1660.35,1657.34,1660.34,991.4973
2023-08-25 02:00:00,1660.34,1660.49,1658.04,1658.41,1025.7164
2023-08-25 02:15:00,1658.4,1663.6,1657.91,1663.01,1851.8515
2023-08-25 02:30:00,1663.01,1664.28,1659.81,1660.59,1481.7827
2023-08-25 02:45:00,1660.58,1660.59,1658.37,1658.53,1651.1182
2023-08-25 03:00:00,1658.53,1659.33,1657.4,1657.57,1199.8452
2023-08-25 03:15:00,1657.56,1658.5,1645.66,1651.67,8966.4682
2023-08-25 03:30:00,1651.66,1656.19,1650.2,1656.18,3040.1157
2023-08-25 03:45:00,1656.19,1656.19,1653.64,1655.29,1496.0636
2023-08-25 04:00:00,1655.29,1655.8,1653.28,1653.57,1140.0941
2023-08-25 04:15:00,1653.56,1653.57,1649.91,1649.92,1917.5428
2023-08-25 04:30:00,1649.92,1652.32,1649.06,1651.81,2949.4513
2023-08-25 04:45:00,1651.82,1652.29,1648.4,1648.8,2770.1732
2023-08-25 05:00:00,1648.81,1650.09,1646.81,1650.09,2140.3576
2023-08-25 05:15:00,1650.09,1652.16,1650.08,1651.8,859.597
2023-08-25 05:30:00,1651.8,1652.8,1651.71,1652.63,926.6486
2023-08-25 05:45:00,1652.64,1654.93,1652.62,1652.62,821.3194
2023-08-25 06:00:00,1652.63,1653.4,1651.05,1653.4,1607.4738
2023-08-25 06:15:00,1653.39,1653.4,1650.69,1651.13,1752.3163
2023-08-25 06:30:00,1651.13,1651.96,1649.0,1649.09,1759.003
2023-08-25 06:45:00,1649.09,1651.23,1649.08,1651.18,1039.4896
2023-08-25 07:00:00,1651.18,1652.84,1651.0,1651.78,1024.3086
2023-08-25 07:15:00,1651.78,1653.4,1651.77,1652.51,901.0461
2023-08-25 07:30:00,1652.51,1652.74,1650.42,1650.43,1562.7957
2023-08-25 07:45:00,1650.43,1651.46,1649.62,1651.3,1826.5425
2023-08-25 08:00:00,1651.3,1653.97,1651.16,1653.8,1414.2482
2023-08-25 08:15:00,1653.8,1658.96,1653.79,1657.81,2073.6706
2023-08-25 08:30:00,1657.81,1657.81,1655.21,1655.4,1282.8647
2023-08-25 08:45:00,1655.39,1655.4,1653.84,1654.33,2130.7576
2023-08-25 09:00:00,1654.33,1654.33,1653.17,1653.22,1033.5091
2023-08-25 09:15:00,1653.23,1656.0,1653.22,1655.68,1301.5606
2023-08-25 09:30:00,1655.67,1656.6,1653.32,1653.6,1319.0857
2023-08-25 09:45:00,1653.6,1654.3,1652.8,1652.9,750.2428
2023-08-25 10:00:00,1652.9,1653.4,1652.55,1653.08,912.4775
2023-08-25 10:15:00,1653.08,1655.38,1653.08,1653.8,926.7404
2023-08-25 10:30:00,1653.8,1654.4,1653.44,1653.45,785.3308
2023-08-25 10:45:00,1653.44,1653.9,1652.06,1652.4,1107.6281
2023-08-25 11:00:00,1652.39,1653.89,1652.39,1653.57,574.6976
2023-08-25 11:15:00,1653.56,1655.15,1653.21,1654.64,632.5726
2023-08-25 11:30:00,1654.65,1655.18,1654.24,1654.25,543.128
2023-08-25 11:45:00,1654.25,1654.25,1652.54,1654.1,536.0175
2023-08-25 12:00:00,1654.11,1656.45,1654.1,1656.0,1066.3479
2023-08-25 12:15:00,1656.01,1656.55,1654.8,1654.8,834.3323
2023-08-25 12:30:00,1654.81,1655.52,1654.22,1654.76,752.6095
2023-08-25 12:45:00,1654.76,1655.0,1654.17,1654.45,680.5484
2023-08-25 13:00:00,1654.46,1663.69,1654.45,1660.57,6463.2651
2023-08-25 13:15:00,1660.57,1662.16,1658.12,1659.6,1863.5211
2023-08-25 13:30:00,1659.6,1664.81,1659.23,1659.39,3231.5048
2023-08-25 13:45:00,1659.4,1660.8,1654.43,1654.59,2521.5293
2023-08-25 14:00:00,1654.6,1661.17,1651.2,1658.11,10299.7268
2023-08-25 14:15:00,1658.12,1677.22,1656.49,1658.33,26375.22
2023-08-25 14:30:00,1658.34,1660.74,1648.14,1648.3,7084.7497
2023-08-25 14:45:00,1648.29,1652.0,1638.56,1640.0,12989.5809
2023-08-25 15:00:00,1640.01,1658.2,1636.22,1652.19,11450.6532
2023-08-25 15:15:00,1652.19,1654.46,1646.11,1652.43,4067.6376
2023-08-25 15:30:00,1652.43,1653.73,1647.68,1650.67,2697.1828
2023-08-25 15:45:00,1650.67,1650.93,1643.18,1646.26,3712.5016
2023-08-25 16:00:00,1646.27,1648.85,1644.8,1648.34,2567.7579
2023-08-25 16:15:00,1648.34,1650.99,1647.81,1650.82,2056.5209
2023-08-25 16:30:00,1650.82,1651.6,1643.12,1643.77,2604.6314
2023-08-25 16:45:00,1643.76,1645.93,1641.1,1644.0,3000.906
2023-08-25 17:00:00,1643.99,1647.49,1642.81,1647.34,1582.7868
2023-08-25 17:15:00,1647.35,1647.5,1641.05,1642.4,3145.6656
2023-08-25 17:30:00,1642.4,1643.0,1636.84,1638.8,7471.0409
2023-08-25 17:45:00,1638.8,1643.45,1635.51,1642.59,3447.9459
2023-08-25 18:00:00,1642.58,1644.2,1640.97,1644.19,1662.3743
2023-08-25 18:15:00,1644.19,1648.51,1643.71,1647.83,3043.1368
2023-08-25 18:30:00,1647.84,1649.8,1647.26,1649.78,1651.3179
2023-08-25 18:45:00,1649.78,1655.65,1649.61,1654.11,2856.9061
2023-08-25 19:00:00,1654.1,1655.49,1651.78,1651.91,1841.3323
2023-08-25 19:15:00,1651.91,1652.95,1649.25,1650.07,3279.7627
2023-08-25 19:30:00,1650.08,1650.37,1645.05,1647.2,1764.9319
2023-08-25 19:45:00,1647.19,1648.42,1643.99,1647.01,1675.9467
2023-08-25 20:00:00,1647.0,1648.5,1645.81,1647.08,1320.1748
2023-08-25 20:15:00,1647.08,1649.6,1646.5,1647.49,1149.7446
2023-08-25 20:30:00,1647.5,1648.35,1645.82,1647.76,968.2749
2023-08-25 20:45:00,1647.76,1651.19,1647.44,1650.19,1504.4639
2023-08-25 21:00:00,1650.19,1651.18,1647.93,1651.07,1107.0788
2023-08-25 21:15:00,1651.06,1651.4,1649.5,1649.51,1331.6681
2023-08-25 21:30:00,1649.51,1651.12,1647.42,1649.17,1993.0804
2023-08-25 21:45:00,1649.17,1653.49,1648.51,1651.4,2513.5472
2023-08-25 22:00:00,1651.4,1653.17,1650.63,1653.16,1439.5794
2023-08-25 22:15:00,1653.17,1653.17,1648.71,1649.56,1561.7223
2023-08-25 22:30:00,1649.56,1653.66,1649.0,1653.18,1740.4729
2023-08-25 22:45:00,1653.18,1654.15,1652.9,1653.96,862.4825
2023-08-25 23:00:00,1653.96,1655.0,1653.22,1654.01,1686.945
2023-08-25 23:15:00,1654.0,1654.79,1652.83,1654.16,884.0609
2023-08-25 23:30:00,1654.16,1654.95,1653.06,1654.2,930.1386
2023-08-25 23:45:00,1654.21,1654.59,1652.7,1653.8,1043.7533
2023-08-26 00:00:00,1653.79,1653.93,1653.02,1653.02,449.4382
2023-08-26 00:15:00,1653.03,1653.2,1652.38,1653.01,623.7602
2023-08-26 00:30:00,1653.0,1653.5,1651.63,1652.24,551.7341
2023-08-26 00:45:00,1652.24,1653.0,1651.99,1652.08,575.5471
2023-08-26 01:00:00,1652.07,1654.37,1651.62,1654.2,1661.2966
2023-08-26 01:15:00,1654.2,1654.95,1653.4,1653.96,1399.2239
2023-08-26 01:30:00,1653.95,1653.96,1652.25,1652.29,637.2525
2023-08-26 01:45:00,1652.3,1652.95,1651.72,1651.73,478.9522
2023-08-26 02:00:00,1651.73,1653.91,1651.72,1653.9,345.3853
2023-08-26 02:15:00,1653.9,1655.17,1651.86,1652.01,950.7817
2023-08-26 02:30:00,1652.0,1653.89,1651.99,1652.34,538.5046
2023-08-26 02:45:00,1652.34,1654.5,1652.01,1654.37,964.0561
2023-08-26 03:00:00,1654.37,1655.37,1654.02,1655.09,989.576
2023-08-26 03:15:00,1655.09,1655.5,1653.6,1655.49,606.4108
2023-08-26 03:30:00,1655.5,1655.59,1653.28,1654.71,880.74
2023-08-26 03:45:00,1654.72,1654.88,1654.04,1654.62,731.349
2023-08-26 04:00:00,1654.61,1654.77,1654.0,1654.01,792.9439
2023-08-26 04:15:00,1654.0,1654.2,1652.23,1652.37,542.8029
2023-08-26 04:30:00,1652.37,1652.74,1652.37,1652.52,388.0244
2023-08-26 04:45:00,1652.51,1652.93,1652.32,1652.92,292.1111
2023-08-26 05:00:00,1652.93,1653.17,1652.36,1652.36,429.9637
2023-08-26 05:15:00,1652.37,1652.59,1651.72,1651.84,269.6381
2023-08-26 05:30:00,1651.84,1652.17,1651.32,1651.32,863.1171
2023-08-26 05:45:00,1651.32,1652.4,1651.32,1652.28,424.7773
2023-08-26 06:00:00,1652.27,1652.28,1651.06,1651.39,1006.7945
2023-08-26 06:15:00,1651.38,1652.59,1650.83,1652.58,595.0683
2023-08-26 06:30:00,1652.58,1653.77,1652.12,1652.12,390.8444
2023-08-26 06:45:00,1652.13,1653.69,1652.12,1653.69,383.2971
2023-08-26 07:00:00,1653.68,1654.15,1653.61,1653.72,449.7433
2023-08-26 07:15:00,1653.73,1653.73,1653.02,1653.37,349.1964
2023-08-26 07:30:00,1653.37,1653.38,1652.81,1653.1,558.4555
2023-08-26 07:45:00,1653.1,1653.5,1652.82,1652.83,581.5304
2023-08-26 08:00:00,1652.82,1653.14,1651.6,1653.13,887.0324
2023-08-26 08:15:00,1653.13,1654.01,1652.5,1654.01,824.4751
2023-08-26 08:30:00,1654.01,1654.01,1646.66,1649.42,9827.1148
2023-08-26 08:45:00,1649.43,1650.5,1648.2,1650.41,1630.491
2023-08-26 09:00:00,1650.41,1650.41,1648.65,1649.32,707.2107
2023-08-26 09:15:00,1649.32,1649.33,1647.53,1647.72,1391.8714
2023-08-26 09:30:00,1647.73,1648.9,1647.53,1648.81,1131.603
2023-08-26 09:45:00,1648.81,1650.15,1648.81,1649.41,1683.2014
2023-08-26 10:00:00,1649.4,1649.79,1648.99,1649.51,696.6768
2023-08-26 10:15:00,1649.51,1650.09,1648.83,1649.81,707.9713
2023-08-26 10:30:00,1649.81,1649.82,1649.0,1649.28,802.9616
2023-08-26 10:45:00,1649.28,1650.12,1649.28,1650.11,366.0852
2023-08-26 11:00:00,1650.12,1650.38,1650.1,1650.11,587.1889
2023-08-26 11:15:00,1650.11,1650.39,1650.02,1650.17,661.0366
2023-08-26 11:30:00,1650.18,1650.8,1650.17,1650.57,501.9325
2023-08-26 11:45:00,1650.57,1650.57,1649.71,1650.5,386.9734
2023-08-26 12:00:00,1650.5,1650.5,1650.05,1650.18,474.9821
2023-08-26 12:15:00,1650.19,1650.19,1647.5,1647.82,2098.5617
2023-08-26 12:30:00,1647.82,1648.33,1646.92,1647.48,835.0384
2023-08-26 12:45:00,1647.48,1649.94,1646.91,1649.94,895.8085
2023-08-26 13:00:00,1649.94,1650.08,1649.4,1649.4,440.0421
2023-08-26 13:15:00,1649.4,1649.6,1649.4,1649.58,294.5861
2023-08-26 13:30:00,1649.58,1650.48,1649.58,1650.38,648.9847
2023-08-26 13:45:00,1650.38,1650.53,1650.06,1650.51,436.8443
2023-08-26 14:00:00,1650.52,1650.74,1650.13,1650.13,564.8365
2023-08-26 14:15:00,1650.14,1650.14,1649.17,1649.17,370.787
2023-08-26 14:30:00,1649.18,1652.0,1649.17,1651.0,886.2616
2023-08-26 14:45:00,1651.0,1652.49,1651.0,1652.22,944.8241
2023-08-26 15:00:00,1652.21,1653.0,1652.01,1652.01,887.9644
2023-08-26 15:15:00,1652.01,1652.5,1650.93,1650.94,700.6646
2023-08-26 15:30:00,1650.93,1651.95,1650.86,1651.57,412.5218
2023-08-26 15:45:00,1651.57,1651.79,1651.27,1651.5,397.3992
2023-08-26 16:00:00,1651.51,1652.0,1651.0,1651.23,765.3513
2023-08-26 16:15:00,1651.22,1651.23,1650.12,1650.22,876.0421
2023-08-26 16:30:00,1650.23,1650.23,1646.91,1648.02,3514.2311
2023-08-26 16:45:00,1648.01,1648.94,1646.99,1648.4,1687.662
2023-08-26 17:00:00,1648.4,1648.41,1647.11,1647.31,1020.624
2023-08-26 17:15:00,1647.32,1647.78,1644.5,1645.39,2620.9919
2023-08-26 17:30:00,1645.4,1646.2,1644.21,1644.82,1099.5387
2023-08-26 17:45:00,1644.83,1646.8,1644.0,1646.41,996.3678
2023-08-26 18:00:00,1646.41,1646.41,1644.9,1644.91,442.4438
2023-08-26 18:15:00,1644.91,1644.93,1644.5,1644.78,486.8973
2023-08-26 18:30:00,1644.78,1644.87,1644.4,1644.57,350.1576
2023-08-26 18:45:00,1644.58,1645.93,1644.41,1645.87,401.2294
2023-08-26 19:00:00,1645.87,1645.88,1645.0,1645.34,516.7223
2023-08-26 19:15:00,1645.35,1645.35,1644.01,1645.01,560.2509
2023-08-26 19:30:00,1645.02,1646.3,1645.01,1646.3,823.6816
2023-08-26 19:45:00,1646.3,1646.4,1645.8,1646.22,287.1702
2023-08-26 20:00:00,1646.21,1646.22,1645.8,1645.89,229.9267
2023-08-26 20:15:00,1645.89,1647.78,1645.88,1647.44,465.9894
2023-08-26 20:30:00,1647.44,1647.44,1645.95,1646.19,404.9523
2023-08-26 20:45:00,1646.19,1647.9,1646.19,1647.5,584.9988
2023-08-26 21:00:00,1647.5,1649.12,1647.4,1649.11,361.9604
2023-08-26 21:15:00,1649.12,1650.5,1649.0,1650.42,866.9759
2023-08-26 21:30:00,1650.42,1650.42,1648.84,1650.29,847.6131
2023-08-26 21:45:00,1650.29,1650.36,1649.15,1649.16,604.6171
2023-08-26 22:00:00,1649.16,1649.77,1648.86,1649.64,620.172
2023-08-26 22:15:00,1649.63,1650.2,1648.81,1649.0,309.0315
2023-08-26 22:30:00,1649.0,1649.33,1648.61,1648.66,212.1969
2023-08-26 22:45:00,1648.67,1648.67,1648.1,1648.55,239.0545
2023-08-26 23:00:00,1648.54,1648.65,1645.26,1645.71,876.8968
2023-08-26 23:15:00,1645.71,1646.7,1645.37,1646.69,271.4664
2023-08-26 23:30:00,1646.69,1647.57,1646.36,1646.38,435.2348
2023-08-26 23:45:00,1646.38,1647.04,1646.22,1647.04,608.7265
2023-08-27 00:00:00,1647.03,1647.41,1646.64,1647.4,545.0737
2023-08-27 00:15:00,1647.41,1649.26,1647.4,1648.97,534.3244
2023-08-27 00:30:00,1648.98,1649.24,1647.91,1647.92,467.8078
2023-08-27 00:45:00,1647.92,1648.63,1647.88,1647.92,590.9593
2023-08-27 01:00:00,1647.91,1648.38,1646.81,1648.2,485.3079
2023-08-27 01:15:00,1648.21,1648.43,1647.5,1647.87,354.5
2023-08-27 01:30:00,1647.88,1648.35,1646.59,1646.82,696.4749
2023-08-27 01:45:00,1646.83,1649.76,1646.82,1649.76,1525.0853
2023-08-27 02:00:00,1649.75,1650.5,1649.15,1649.42,1175.411
2023-08-27 02:15:00,1649.41,1650.18,1648.0,1648.25,723.4947
2023-08-27 02:30:00,1648.24,1648.25,1647.04,1647.6,377.2856
2023-08-27 02:45:00,1647.59,1647.85,1646.32,1646.35,831.6159
2023-08-27 03:00:00,1646.36,1646.95,1646.35,1646.95,382.8342
2023-08-27 03:15:00,1646.94,1647.5,1646.94,1647.05,284.772
2023-08-27 03:30:00,1647.05,1647.61,1647.05,1647.6,613.9205
2023-08-27 03:45:00,1647.61,1647.61,1647.27,1647.28,189.3545
2023-08-27 04:00:00,1647.27,1648.15,1647.27,1647.76,374.0892
2023-08-27 04:15:00,1647.76,1648.61,1647.75,1648.6,358.2072
2023-08-27 04:30:00,1648.6,1650.33,1648.6,1649.0,1354.8354
2023-08-27 04:45:00,1649.0,1652.09,1649.0,1652.01,2023.0276
